revision id, username, article size after edit (bytes),change in article size from edit (bytes), time of edit (seconds from first edit),time since last edit (seconds), URL to view diff, comments associated with edit,,,,,,,,,,,,,,,,,
7735355,69.193.211.9,18710,6,76956668,97148,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=7735355&oldid=7734629,/* Structure */,,,,,,,,,,,,,,,,,
7735419,Mike R,18724,14,76958377,1709,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=7735419&oldid=7735355,reverting back to logical heading structure,,,,,,,,,,,,,,,,,
8152024,Mike R,18724,0,76958489,112,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=8152024&oldid=7735419,heading style,,,,,,,,,,,,,,,,,
8319518,69.243.26.100,18718,-6,78139595,1181106,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=8319518&oldid=8152024,/* Ebola h&aelig;morrhagic fever */,,,,,,,,,,,,,,,,,
8319559,156.34.214.69,18992,274,78606089,466494,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=8319559&oldid=8319518,/* Ebola&ndash;Zaïre */,,,,,,,,,,,,,,,,,
8860602,156.34.214.69,19164,172,78606191,102,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=8860602&oldid=8319559,/* Ebola&ndash;Sudan */,,,,,,,,,,,,,,,,,
8884434,24.44.117.91,19168,4,80041126,1434935,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=8884434&oldid=8860602,/* Bioterrorism */,,,,,,,,,,,,,,,,,
9039824,68.231.117.133,19164,-4,80094387,53261,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=9039824&oldid=8884434,"removed ""hi"" before see also section",,,,,,,,,,,,,,,,,
9470096,213.92.129.109,19236,72,80541570,447183,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=9470096&oldid=9039824,/* Ebola hemorrhagic fever */,,,,,,,,,,,,,,,,,
9713428,Jeeves,19236,0,81965842,1424272,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=9713428&oldid=9470096,strands -> strains,,,,,,,,,,,,,,,,,
9713450,207.157.190.19,19239,3,82731663,765821,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=9713450&oldid=9713428,/* Structure */,,,,,,,,,,,,,,,,,
10004203,207.157.190.19,19240,1,82731707,44,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=10004203&oldid=9713450,/* Structure */,,,,,,,,,,,,,,,,,
10828706,SS451,19181,-59,83583956,852249,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=10828706&oldid=10004203,Deleted unnecessary sentence,,,,,,,,,,,,,,,,,
10931076,62.166.9.7,19194,13,85908538,2324582,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=10931076&oldid=10828706,interwiki nl,,,,,,,,,,,,,,,,,
10931237,Josh Grosse,19191,-3,86183132,274594,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=10931237&oldid=10931076,,,,,,,,,,,,,,,,,,
11414343,Josh Grosse,19199,8,86183409,277,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=11414343&oldid=10931237,,,,,,,,,,,,,,,,,,
11690685,Bletch,19221,22,87411882,1228473,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=11690685&oldid=11414343,now its Congo, formerly Zaire,,,,,,,,,,,,,,,,
11783006,Sampson,19217,-4,88073436,661554,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=11783006&oldid=11690685,/* Ebola hemorrhagic fever */ Removed link to convalescence - the target page is queued for removal,,,,,,,,,,,,,,,,,
11809344,65.38.251.198,19216,-1,88285207,211771,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=11809344&oldid=11783006,/* The Ebola virus */,,,,,,,,,,,,,,,,,
11809415,Catskul,19214,-2,88349264,64057,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=11809415&oldid=11809344,/* Prevention */  remvoing a grammatical artifact from a prior edit ?,,,,,,,,,,,,,,,,,
11979850,Catskul,19229,15,88349379,115,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=11979850&oldid=11809415,/* Prevention */  remvoing a grammatical artifact from a prior edit ?,,,,,,,,,,,,,,,,,
12063602,12.218.6.46,19233,4,88711051,361672,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12063602&oldid=11979850,created haemmorragic fevel link,,,,,,,,,,,,,,,,,
12085843,Catskul,19229,-4,88887793,176742,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12085843&oldid=12063602,revert previous guy/gal's failed edit attempt,,,,,,,,,,,,,,,,,
12091538,131.215.82.66,19230,1,88942367,54574,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12091538&oldid=12085843,/* Bioterrorism */ wrong word,,,,,,,,,,,,,,,,,
12128207,128.255.247.21,19461,231,88951828,9461,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12128207&oldid=12091538,/* Treatment */,,,,,,,,,,,,,,,,,
12253975,4.250.33.38,19465,4,89028932,77104,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12253975&oldid=12128207,,,,,,,,,,,,,,,,,,
12284162,206.160.155.28,19469,4,89273793,244861,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12284162&oldid=12253975,/* Ebola virus history */,,,,,,,,,,,,,,,,,
12309662,Wareq,19483,14,89322793,49000,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12309662&oldid=12284162,/* Bioterrorism */,,,,,,,,,,,,,,,,,
12330274,Munkee,19500,17,89377858,55065,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12330274&oldid=12309662,/* Prevention */ make shock and blood pressure links to those articles,,,,,,,,,,,,,,,,,
12335556,Shoecream,19496,-4,89411027,33169,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12335556&oldid=12330274,/* Ebola&ndash;Zaïre */,,,,,,,,,,,,,,,,,
12421670,Grenavitar,19500,4,89423842,12815,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12421670&oldid=12335556,/* [[Ebola Reston|Ebola&ndash;Reston]] */ wikilink,,,,,,,,,,,,,,,,,
12424139,70.93.127.26,19685,185,89591284,167442,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12424139&oldid=12421670,/* Bioterrorism */,,,,,,,,,,,,,,,,,
12428189,SeanMack,19918,233,89598148,6864,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12428189&oldid=12424139,added pd image,,,,,,,,,,,,,,,,,
12449069,194.154.149.198,19919,1,89609914,11766,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12449069&oldid=12428189,/* Bioterrorism */,,,,,,,,,,,,,,,,,
12479071,70.108.24.58,19929,10,89649114,39200,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12479071&oldid=12449069,/* Bioterrorism */,,,,,,,,,,,,,,,,,
12509835,LeeHunter,19853,-76,89709415,60301,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12509835&oldid=12479071,/* Bioterrorism */ removed gratuitous reference to Arabs. Also risk hasn't really increased, only fear.,,,,,,,,,,,,,,,,
12509854,137.189.4.1,19849,-4,89764430,55015,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12509854&oldid=12509835,/* Economic impact */,,,,,,,,,,,,,,,,,
12509916,137.189.4.1,19831,-18,89764490,60,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12509916&oldid=12509854,/* Ebola&ndash;Côte d'Ivoire */,,,,,,,,,,,,,,,,,
12634913,137.189.4.1,19835,4,89764620,130,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12634913&oldid=12509916,/* References */,,,,,,,,,,,,,,,,,
12671775,128.255.156.48,19940,105,89996428,231808,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12671775&oldid=12634913,/* Treatment */,,,,,,,,,,,,,,,,,
12672327,66.99.246.227,19958,18,90066913,70485,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=12672327&oldid=12671775,/* The Ebola virus */,,,,,,,,,,,,,,,,,
13206165,MakeRocketGoNow,19940,-18,90067631,718,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=13206165&oldid=12672327,revert to 22:59, Apr 21, 2005  version to remove vandalism,,,,,,,,,,,,,,,
13206300,144.118.217.30,20145,205,91051295,983664,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=13206300&oldid=13206165,/* Treatment */,,,,,,,,,,,,,,,,,
13290647,144.118.217.30,20380,235,91051572,277,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=13290647&oldid=13206300,/* References */,,,,,,,,,,,,,,,,,
13366565,64.71.125.5,20449,69,91216200,164628,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=13366565&oldid=13290647,/* See also */,,,,,,,,,,,,,,,,,
13389259,Azhyd,20380,-69,91305004,88804,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=13389259&oldid=13366565,"rv sloppy addition of unrelevant ""see also""",,,,,,,,,,,,,,,,,
13428687,69.136.240.91,20691,311,91360599,55595,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=13428687&oldid=13389259,/* Bioterrorism */,,,,,,,,,,,,,,,,,
13429023,LeeHunter,21128,437,91440041,79442,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=13429023&oldid=13428687,/* Trends */ uk bush meat,,,,,,,,,,,,,,,,,
13490631,LeeHunter,21052,-76,91440725,684,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=13490631&oldid=13429023,/* Economic impact */,,,,,,,,,,,,,,,,,
13490647,68.62.8.145,4,-21048,91554146,113421,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=13490647&oldid=13490631,,,,,,,,,,,,,,,,,,
13973982,CryptoDerk,21052,21048,91554162,16,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=13973982&oldid=13490647,Reverted edits by [[Special:Contributions/68.62.8.145|68.62.8.145]] to last version by LeeHunter,,,,,,,,,,,,,,,,,
14023621,BanyanTree,21201,149,92469285,915123,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14023621&oldid=13973982,/* The Ebola virus */ +[[Etoumbi]] info,,,,,,,,,,,,,,,,,
14046183,KNewman,21200,-1,92558564,89279,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14046183&oldid=14023621,/* Treatment */,,,,,,,,,,,,,,,,,
14118721,PedroPVZ,21214,14,92596754,38190,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14118721&oldid=14046183,pt:ébola,,,,,,,,,,,,,,,,,
14118799,DocWatson42,21281,67,92741243,144489,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14118799&oldid=14118721,/* The Ebola virus */ Performed minor clean up.,,,,,,,,,,,,,,,,,
14129394,DocWatson42,21281,0,92741375,132,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14129394&oldid=14118799,/* [[Ebola Reston|Ebola&ndash;Reston]] */ Moved link from section title.,,,,,,,,,,,,,,,,,
14165148,DocWatson42,21361,80,92756423,15048,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14165148&oldid=14129394,/* Ebola hemorrhagic fever */ Performed minor (and incomplete) clean up, and added links.,,,,,,,,,,,,,,,,
14189322,Liftarn,21380,19,92821505,65082,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14189322&oldid=14165148,interwiki,,,,,,,,,,,,,,,,,
14237208,Yath,21349,-31,92854470,32965,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14237208&oldid=14189322,/* Bioterrorism */ what about suicide.,,,,,,,,,,,,,,,,,
14255912,68.161.142.133,21349,0,92935304,80834,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14255912&oldid=14237208,,,,,,,,,,,,,,,,,,
14324299,Yath,21349,0,92968763,33459,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14324299&oldid=14255912,rv,,,,,,,,,,,,,,,,,
14788862,Katefan0,21350,1,93091539,122776,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14788862&oldid=14324299,missing punctuation [[Wikipedia:WikiProject_Punctuation|(you can help!)]],,,,,,,,,,,,,,,,,
14788939,203.105.93.117,20087,-1263,93932076,840537,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14788939&oldid=14788862,/* Structure */,,,,,,,,,,,,,,,,,
14870882,AI,21350,1263,93932219,143,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14870882&oldid=14788939,rv -vandalism,,,,,,,,,,,,,,,,,
14874362,Lance Bryant,21515,165,94101039,168820,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14874362&oldid=14870882,incubation from 4wk->3wk; added new research ref; added 'often' to secondary symptoms,,,,,,,,,,,,,,,,,
14875181,209.6.255.249,21848,333,94108580,7541,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14875181&oldid=14874362,lots of changes to the symptoms section; mostly rewording, re-ordering, clarifying; sentence on index case deleted for now,,,,,,,,,,,,,,,
14875670,209.6.255.249,20710,-1138,94109991,1411,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14875670&oldid=14875181,Entire 'Trends' section deleted as promised. Have stated my opinion on this.,,,,,,,,,,,,,,,,,
14875922,209.6.255.249,19888,-822,94110853,862,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14875922&oldid=14875670,condensing economic impact to almost nothing; this should really be deleted; reads like contributors are getting paid by the word or something; lots of fluff.,,,,,,,,,,,,,,,,,
14905323,209.6.255.249,19881,-7,94111274,421,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14905323&oldid=14875922,removed lower average time to death; undocumented.,,,,,,,,,,,,,,,,,
14910959,209.6.255.249,17071,-2810,94150828,39554,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14910959&oldid=14905323,many changes, removed inaccurate information, corrected some suspected anti-US bias, lots more to do, deleted prevention section as redundant,,,,,,,,,,,,,
14918544,209.6.255.249,17281,210,94159505,8677,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14918544&oldid=14910959,,,,,,,,,,,,,,,,,,
14918792,Lance Bryant,19418,2137,94175426,15921,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14918792&oldid=14918544,,,,,,,,,,,,,,,,,,
14923792,Lance Bryant,19427,9,94176035,609,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14923792&oldid=14918792,minor clarification of one of my sentences,,,,,,,,,,,,,,,,,
14923886,209.6.255.249,23838,4411,94188979,12944,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14923886&oldid=14923792,Okay. Threw in my sections on fiction and myths. Feel it's important given they hyped nature of the organism,,,,,,,,,,,,,,,,,
14924049,209.6.255.249,23839,1,94189185,206,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14924049&oldid=14923886,,,,,,,,,,,,,,,,,,
14924096,209.6.255.249,23835,-4,94189636,451,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14924096&oldid=14924049,/* Bioterrorism */  minor grammar fix,,,,,,,,,,,,,,,,,
14955765,209.6.255.249,46724,22889,94189777,141,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14955765&oldid=14924096,/* Bioterrorism */  minor grammar fix,,,,,,,,,,,,,,,,,
14960683,203.45.218.181,46802,78,94237258,47481,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14960683&oldid=14955765,/* See also */,,,,,,,,,,,,,,,,,
14960998,Neurophyre,32823,-13979,94245990,8732,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=14960998&oldid=14960683,delete large chunk that was duplicated.,,,,,,,,,,,,,,,,,
15092749,Neurophyre,32811,-12,94246541,551,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=15092749&oldid=14960998,/* Transmission */ grammar and NPOVish cleanup,,,,,,,,,,,,,,,,,
15133787,Karl-Henner,32503,-308,94497360,250819,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=15133787&oldid=15092749,,,,,,,,,,,,,,,,,,
15135509,62.198.2.35,32516,13,94565094,67734,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=15135509&oldid=15133787,Added a reference to the danish translation of the article,,,,,,,,,,,,,,,,,
15162911,200.220.180.66,23915,-8601,94566978,1884,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=15162911&oldid=15135509,Removed a large portion of the text which was duplicated.,,,,,,,,,,,,,,,,,
15163758,LostAccount,23973,58,94608642,41664,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=15163758&oldid=15162911,,,,,,,,,,,,,,,,,,
15286040,194.226.177.125,24186,213,94610463,1821,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=15286040&oldid=15163758,interwiki,,,,,,,,,,,,,,,,,
15286775,Ralphael,24188,2,94798862,188399,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=15286775&oldid=15286040,/* Fiction */  Fixed link,,,,,,,,,,,,,,,,,
15286793,151.203.248.46,24461,273,94800070,1208,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=15286793&oldid=15286775,/* Fiction */,,,,,,,,,,,,,,,,,
15351994,151.203.248.46,24461,0,94800094,24,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=15351994&oldid=15286793,/* Fiction */,,,,,,,,,,,,,,,,,
15429236,Azhyd,24354,-107,94898671,98577,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=15429236&oldid=15351994,,,,,,,,,,,,,,,,,,
15618307,LostAccount,24389,35,95030647,131976,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=15618307&oldid=15429236,,,,,,,,,,,,,,,,,,
15629570,203.173.161.33,24511,122,95307783,277136,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=15629570&oldid=15618307,/* Bioterrorism */,,,,,,,,,,,,,,,,,
15784057,195.24.29.178,24519,8,95325590,17807,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=15784057&oldid=15629570,/* Structure */,,,,,,,,,,,,,,,,,
15789914,Laundry,24512,-7,95534299,208709,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=15789914&oldid=15784057,"/* Structure */took out the ""georg",,,,,,,,,,,,,,,,,
15951423,70.19.65.49,24512,0,95543630,9331,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=15951423&oldid=15789914,/* Transmission */,,,,,,,,,,,,,,,,,
17748393,204.61.4.163,24509,-3,95824065,280435,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=17748393&oldid=15951423,/* The Ebola virus */,,,,,,,,,,,,,,,,,
17748460,204.61.4.163,24506,-3,95824151,86,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=17748460&oldid=17748393,/* Ebola&ndash;Côte d'Ivoire */,,,,,,,,,,,,,,,,,
17952607,Saoirse,24511,5,96092664,268513,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=17952607&oldid=17748460,/* Myths */ [[Outbreak]] -> [[Outbreak (flim)]],,,,,,,,,,,,,,,,,
18108820,Cdmarcus,24511,0,96321297,228633,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=18108820&oldid=17952607,Grammar,,,,,,,,,,,,,,,,,
18231680,Rsabbatini,24565,54,96486709,165412,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=18231680&oldid=18108820,,,,,,,,,,,,,,,,,,
18287338,Justin Hirsh,24565,0,96560132,73423,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=18287338&oldid=18231680,fixed Outbreak (film) wikilink,,,,,,,,,,,,,,,,,
18358081,68.239.233.58,23799,-766,96647197,87065,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=18358081&oldid=18287338,/* Myths */,,,,,,,,,,,,,,,,,
18430921,Josh Grosse,23814,15,96737453,90256,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=18430921&oldid=18358081,Refine category,,,,,,,,,,,,,,,,,
18566422,68.218.5.69,23895,81,96915666,178213,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=18566422&oldid=18430921,/* Fiction */,,,,,,,,,,,,,,,,,
18868822,13.8.125.10,23904,9,97277689,362023,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=18868822&oldid=18566422,/* Myths */ [[Outbreak (film)]] -> [[Outbreak (film)|]],,,,,,,,,,,,,,,,,
18888878,132.18.128.4,23908,4,97307567,29878,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=18888878&oldid=18868822,/* Transmission */,,,,,,,,,,,,,,,,,
18924219,Trigxine,23904,-4,97342241,34674,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=18924219&oldid=18888878,/* Transmission */,,,,,,,,,,,,,,,,,
18937321,69.199.201.135,0,-23904,97359737,17496,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=18937321&oldid=18924219,,,,,,,,,,,,,,,,,,
