revision id, username, article size after edit (bytes),change in article size from edit (bytes), time of edit (seconds from first edit),time since last edit (seconds), URL to view diff, comments associated with edit,,,,,,,,,,,
28541786,Tsavage,15513,-56,98960634,3497,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=28541786&oldid=28537443,/* As Plaintiff */,,,,,,,,,,,
28747793,Shafei,15538,25,99182357,221723,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=28747793&oldid=28541786,,,,,,,,,,,,
28761166,69.156.1.193,15649,111,99198503,16146,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=28761166&oldid=28747793,/* External links */,,,,,,,,,,,
28798277,Jaxl,15663,14,99233070,34567,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=28798277&oldid=28761166,dab company,,,,,,,,,,,
29440092,Aaron Brenneman,15659,-4,99922699,689629,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=29440092&oldid=28798277,/* As Defendant */ disambig repair - unlinked, no anolog,,,,,,,,,,
29503445,152.62.114.178,15888,229,99979089,56390,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=29503445&oldid=29440092,/* External links */,,,,,,,,,,,
29707213,Ravn,15906,18,100148412,169323,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=29707213&oldid=29503445,executive - disambiguation link repair ([[Wikipedia:Disambiguation pages with links|You can help!]]),,,,,,,,,,,
30687012,Johncapistrano,15915,9,100888986,740574,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=30687012&oldid=29707213,fix ja,,,,,,,,,,,
31170568,71.142.229.107,14618,-1297,101242496,353510,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31170568&oldid=30687012,/* Corporate history */,,,,,,,,,,,
31170659,Ohnoitsjamie,15915,1297,101242601,105,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31170659&oldid=31170568,rv censorship,,,,,,,,,,,
31170664,71.142.229.107,15360,-555,101242605,4,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31170664&oldid=31170659,/* As Defendant */,,,,,,,,,,,
31170676,71.142.229.107,14115,-1245,101242624,19,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31170676&oldid=31170664,/* Related legal actions */,,,,,,,,,,,
31170743,71.142.229.107,13987,-128,101242705,81,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31170743&oldid=31170676,/* As Plaintiff */,,,,,,,,,,,
31170791,71.142.229.107,13171,-816,101242768,63,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31170791&oldid=31170743,/* External links */,,,,,,,,,,,
31170807,Ohnoitsjamie,15099,1928,101242786,18,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31170807&oldid=31170791,rv censorship again (it's not appropriate to delete info that can be readily verified),,,,,,,,,,,
31170824,71.142.229.107,13854,-1245,101242805,19,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31170824&oldid=31170807,/* Related legal actions */,,,,,,,,,,,
31170885,Mexcellent,15099,1245,101242874,69,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31170885&oldid=31170824,rvv,,,,,,,,,,,
31171393,Mjfan,13925,-1174,101243477,603,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31171393&oldid=31170885,/* Corporate history */,,,,,,,,,,,
31171437,Mjfan,12990,-935,101243527,50,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31171437&oldid=31171393,/* As Plaintiff */,,,,,,,,,,,
31171465,Mjfan,12492,-498,101243557,30,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31171465&oldid=31171437,/* Monsanto operations outside of North America */,,,,,,,,,,,
31171475,Mjfan,11218,-1274,101243569,12,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31171475&oldid=31171465,/* Related legal actions */,,,,,,,,,,,
31171568,71.142.229.107,9668,-1550,101243660,91,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31171568&oldid=31171475,/* As Defendant */,,,,,,,,,,,
31171608,Ohnoitsjamie,11218,1550,101243701,41,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31171608&oldid=31171568,rvv blanking,,,,,,,,,,,
31171652,71.142.229.107,11216,-2,101243747,46,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31171652&oldid=31171608,/* Corporate history */,,,,,,,,,,,
31171697,71.142.229.107,10558,-658,101243790,43,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31171697&oldid=31171652,,,,,,,,,,,,
31171728,Ohnoitsjamie,11218,660,101243823,33,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31171728&oldid=31171697,rv blanking again,,,,,,,,,,,
31171762,71.142.229.107,10561,-657,101243857,34,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31171762&oldid=31171728,,,,,,,,,,,,
31171783,AntiVan,11218,657,101243882,25,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31171783&oldid=31171762,and again,,,,,,,,,,,
31171917,71.142.229.107,9891,-1327,101244056,174,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31171917&oldid=31171783,/* As Defendant */,,,,,,,,,,,
31171945,71.142.229.107,9233,-658,101244095,39,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31171945&oldid=31171917,,,,,,,,,,,,
31171954,Ohnoitsjamie,11218,1985,101244112,17,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31171954&oldid=31171945,rvv blanking again,,,,,,,,,,,
31172425,71.142.229.107,10561,-657,101244671,559,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31172425&oldid=31171954,,,,,,,,,,,,
31172443,71.142.229.107,9234,-1327,101244692,21,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31172443&oldid=31172425,/* As Defendant */,,,,,,,,,,,
31172484,Mexcellent,11218,1984,101244741,49,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31172484&oldid=31172443,rv blanking,,,,,,,,,,,
31172565,71.142.216.150,10561,-657,101244826,85,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31172565&oldid=31172484,,,,,,,,,,,,
31172592,71.142.216.150,9234,-1327,101244852,26,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31172592&oldid=31172565,/* As Defendant */,,,,,,,,,,,
31173318,71.142.209.58,9011,-223,101245640,788,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31173318&oldid=31172592,/* As Defendant */,,,,,,,,,,,
31195850,Ohnoitsjamie,11218,2207,101264822,19182,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31195850&oldid=31173318,rvv blanking again,,,,,,,,,,,
31196851,Ohnoitsjamie,15686,4468,101265405,583,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31196851&oldid=31195850,rvv to last version by Johncapistrano (lost some sections during blanking campaign), except I pared down ext links,,,,,,,,,,
31320928,70.231.141.101,15639,-47,101342995,77590,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31320928&oldid=31196851,/* As Plaintiff */,,,,,,,,,,,
31320955,70.231.141.101,15638,-1,101343013,18,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31320955&oldid=31320928,/* As Plaintiff */,,,,,,,,,,,
31432016,Neutrality,15631,-7,101402152,59139,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31432016&oldid=31320955,,,,,,,,,,,,
31977610,FlaBot,15647,16,101786613,384461,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=31977610&oldid=31432016,robot  Adding: ca,,,,,,,,,,,
32007175,64.254.45.12,15856,209,101803331,16718,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=32007175&oldid=31977610,/* Legal Issues */,,,,,,,,,,,
32007234,Davewild,15647,-209,101803368,37,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=32007234&oldid=32007175,reverted last edit,,,,,,,,,,,
32007403,64.254.45.12,14526,-1121,101803449,81,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=32007403&oldid=32007234,/* As Plaintiff */,,,,,,,,,,,
32007451,JYolkowski,15647,1121,101803477,28,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=32007451&oldid=32007403,Reverted edits by [[Special:Contributions/64.254.45.12|64.254.45.12]] ([[User talk:64.254.45.12|talk]]) to last version by Davewild,,,,,,,,,,,
32932217,Bluemoose,15637,-10,102507004,703527,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=32932217&oldid=32007451,[[WP:AWB|AWB Assisted]] clean up and  re-categorisation per [[WP:CFD|CFD]],,,,,,,,,,,
32970599,FlaBot,15653,16,102532034,25030,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=32970599&oldid=32932217,robot  Adding: es,,,,,,,,,,,
34214658,24.64.223.203,15747,94,103394390,862356,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=34214658&oldid=32970599,,,,,,,,,,,,
34214712,24.64.223.203,15757,10,103394439,49,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=34214712&oldid=34214658,,,,,,,,,,,,
34215025,Ohnoitsjamie,15653,-104,103394687,248,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=34215025&oldid=34214712,rvv,,,,,,,,,,,
35069530,164.116.166.91,15686,33,103968464,573777,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=35069530&oldid=34215025,/* Sponsorships */,,,,,,,,,,,
35069641,164.116.166.63,15653,-33,103968517,53,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=35069641&oldid=35069530,/* Sponsorships */,,,,,,,,,,,
35070202,Tsavage,15651,-2,103968767,250,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=35070202&oldid=35069641,/* External links */ changed External links to Bibliography (these were the sources used in the article),,,,,,,,,,,
35687540,Joriki,15673,22,104379308,410541,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=35687540&oldid=35070202,/* Monsanto operations outside of North America */ removed redirection,,,,,,,,,,,
36491866,195.37.46.73,15932,259,104883160,503852,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=36491866&oldid=35687540,,,,,,,,,,,,
36888344,Hjf,16463,531,105109106,225946,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=36888344&oldid=36491866,/* As Plaintiff */,,,,,,,,,,,
36964008,Ohnoitsjamie,16441,-22,105160118,51012,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=36964008&oldid=36888344,/* As Plaintiff */  copyedits, toned down POV,,,,,,,,,,
38878839,154.5.25.145,16677,236,106240927,1080809,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=38878839&oldid=36964008,,,,,,,,,,,,
38882845,Ohnoitsjamie,16659,-18,106243601,2674,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=38882845&oldid=38878839,"de-wikified link (""promoted"" linked to environmental activist)",,,,,,,,,,,
39246946,24.166.21.12,16434,-225,106469427,225826,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=39246946&oldid=38882845,,,,,,,,,,,,
39618748,Taejo,16421,-13,106720414,250987,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=39618748&oldid=39246946,/* As Plaintiff */ clarified tautology,,,,,,,,,,,
40811557,Kenj0418,16274,-147,107446210,725796,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=40811557&oldid=39618748,Removing vauge, unsourced claim about lack of product testing -- see talk page for further explaination,,,,,,,,,,
41043456,Catapult,16274,0,107582817,136607,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=41043456&oldid=40811557,[[Wikipedia:Categories for deletion/Log/2006 February 18|CFD]]: renaming category[[user:freakofnurture|...]],,,,,,,,,,,
42234791,72.65.114.133,16277,3,108281991,699174,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=42234791&oldid=41043456,/* As Plaintiff */,,,,,,,,,,,
43045672,Tharenthel,16276,-1,108724835,442844,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=43045672&oldid=42234791,/* Corporate history */,,,,,,,,,,,
43095739,The Ungovernable Force,16277,1,108749899,25064,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=43095739&oldid=43045672,/* Corporate history */ is-->was,,,,,,,,,,,
43318017,SmackBot,16267,-10,108880356,130457,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=43318017&oldid=43095739,re-cat->St. Louis using [[Wikipedia:AutoWikiBrowser|AWB]],,,,,,,,,,,
43783924,4.21.126.112,16299,32,109149322,268966,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=43783924&oldid=43318017,/* Corporate history */,,,,,,,,,,,
46388868,Lyght,16230,-69,110628447,1479125,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=46388868&oldid=43783924,Removed Disneyland Resort and Walt Disney World Resort categories. Just because a company sponsored attractions does not mean it should go in the Disney categories.,,,,,,,,,,,
46501973,Tsavage,16065,-165,110704284,75837,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=46501973&oldid=46388868,/* Corporate history */ edits, error correction,,,,,,,,,,
46679555,Seqsea,16066,1,110808520,104236,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=46679555&oldid=46501973,+parentheses around {{nyse}},,,,,,,,,,,
46874241,YurikBot,16082,16,110906104,97584,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=46874241&oldid=46679555,robot  Adding: [[it:Monsanto]],,,,,,,,,,,
47187914,Squashbreeder,16090,8,111066807,160703,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=47187914&oldid=46874241,/* Corporate history */,,,,,,,,,,,
47245651,24.213.67.178,16139,49,111107376,40569,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=47245651&oldid=47187914,,,,,,,,,,,,
47509250,24.126.184.47,16311,172,111247509,140133,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=47509250&oldid=47245651,/* Bibliography */,,,,,,,,,,,
47520217,71.241.143.133,16297,-14,111255445,7936,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=47520217&oldid=47509250,/* Legal Issues */ patent not IP,,,,,,,,,,,
47872685,Lyght,16317,20,111490453,235008,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=47872685&oldid=47520217,/* Sponsorships */ wikify Disney attractions,,,,,,,,,,,
48061341,201.255.155.62,16350,33,111589337,98884,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=48061341&oldid=47872685,,,,,,,,,,,,
48061403,201.255.155.62,16365,15,111589371,34,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=48061403&oldid=48061341,,,,,,,,,,,,
48061505,201.255.155.62,16366,1,111589417,46,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=48061505&oldid=48061403,,,,,,,,,,,,
48424212,74.12.65.251,16401,35,111804662,215245,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=48424212&oldid=48061505,ta inter wiki,,,,,,,,,,,
48742413,MaxVeers,16415,14,111997325,192663,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=48742413&oldid=48424212,/* As Defendant */,,,,,,,,,,,
48792811,Thepangelinanpost,16441,26,112022794,25469,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=48792811&oldid=48742413,Fortune 1000,,,,,,,,,,,
48955136,Pig de Wig,16474,33,112114544,91750,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=48955136&oldid=48792811,,,,,,,,,,,,
50449464,207.112.87.116,16557,83,112936998,822454,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=50449464&oldid=48955136,,,,,,,,,,,,
50710874,140.158.16.78,17189,632,113076114,139116,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=50710874&oldid=50449464,/* Corporate history */,,,,,,,,,,,
50987658,69.207.40.198,17192,3,113230070,153956,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=50987658&oldid=50710874,/* History */,,,,,,,,,,,
51278780,81.76.121.182,17196,4,113391010,160940,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=51278780&oldid=50987658,,,,,,,,,,,,
51925836,Ecurran,17431,235,113749957,358947,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=51925836&oldid=51278780,/* History */,,,,,,,,,,,
52723483,Jared,17410,-21,114159600,409643,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=52723483&oldid=51925836,/* News About Monsanto| External Links */ ex links,,,,,,,,,,,
53726804,CarolGray,17411,1,114670274,510674,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=53726804&oldid=52723483,/* As Plaintiff */ spelling,,,,,,,,,,,
54196429,70.179.113.36,17389,-22,114914922,244648,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=54196429&oldid=53726804,Reverted uncitationed refs to Texas City disaster, see talk,,,,,,,,,,
54375200,YurikBot,17405,16,115009452,94530,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=54375200&oldid=54196429,robot  Adding: [[eo:Monsanto]],,,,,,,,,,,
54541384,205.213.97.35,17674,269,115091081,81629,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=54541384&oldid=54375200,,,,,,,,,,,,
54548203,209.198.96.180,17694,20,115093657,2576,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=54548203&oldid=54541384,,,,,,,,,,,,
54548569,Ohnoitsjamie,17405,-289,115093798,141,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=54548569&oldid=54548203,Revert to revision 54375200 using [[:en:Wikipedia:Tools/Navigation_popups|popups]],,,,,,,,,,,
54922114,205.213.97.35,17521,116,115272371,178573,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=54922114&oldid=54548569,,,,,,,,,,,,
54922162,NawlinWiki,17405,-116,115272391,20,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=54922162&oldid=54922114,Revert to revision 54548569 using [[:en:Wikipedia:Tools/Navigation_popups|popups]],,,,,,,,,,,
57073883,Dreadstar,17421,16,116324666,1052275,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=57073883&oldid=54922162,tactic dab,,,,,,,,,,,
57775753,83.154.123.57,17493,72,116668380,343714,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=57775753&oldid=57073883,/* External Links */,,,,,,,,,,,
57775780,83.154.123.57,17492,-1,116668392,12,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=57775780&oldid=57775753,/* Contacts */,,,,,,,,,,,
57776374,Ohnoitsjamie,17421,-71,116668621,229,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=57776374&oldid=57775780,we don't put contact info on Wikipedia; such info should be obtained from the official site,,,,,,,,,,,
59057522,Winstonwolfe,17551,130,117295344,626723,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=59057522&oldid=57776374,/* Monsanto operations outside of North America */,,,,,,,,,,,
59203825,Acaryatid,18109,558,117373672,78328,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=59203825&oldid=59057522,/* As Defendant */,,,,,,,,,,,
59624397,Acaryatid,19164,1055,117589366,215694,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=59624397&oldid=59203825,/* Sponsorships */,,,,,,,,,,,
59624870,Acaryatid,19290,126,117589573,207,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=59624870&oldid=59624397,/* Spin-offs and Mergers */,,,,,,,,,,,
60243187,Zepheus,19289,-1,117878770,289197,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=60243187&oldid=59624870,/* History */,,,,,,,,,,,
60549831,SmackBot,19261,-28,118050164,171394,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=60549831&oldid=60243187,Delink months and days of week &/or general fixes  using [[Wikipedia:AutoWikiBrowser|AWB]],,,,,,,,,,,
60559574,68.185.103.85,19622,361,118053899,3735,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=60559574&oldid=60549831,/* Corporate governance */,,,,,,,,,,,
60559662,68.185.103.85,19626,4,118053940,41,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=60559662&oldid=60559574,/* Corporate governance */,,,,,,,,,,,
62157280,70.144.190.61,19599,-27,118870451,816511,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=62157280&oldid=60559662,/* Corporate governance */,,,,,,,,,,,
